Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,LoansPQ Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer,Column2,Status
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Experian,Experian Finicity Order Retrieval API,Usage,Experian Finicity Order Retrieval API,N,,,,,1,5364,,,N,,"(non-aggregate bundled with manual VOE)
<= 5,000: $1.00
5,001 - 10,000: $0.95
10,001 - 15,000: $0.90
15,001 - 20,000: $0.85
> 20,000: $0.80

Pulls in Experian/Finicity records ordered outside of the MCL system for unified billing inside of MCL.","VOE Products have aggregate volume discount
<= 5,000: $1.00
5,001 - 10,000: $0.95
10,001 - 15,000: $0.90
15,001 - 20,000: $0.85
> 20,000: $0.80",,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Equifax,The Work Number,Usage,The Work Number,N,,,,,1,923,,,N,,"(non-aggregate
bundled with
manual VOE)
<= 5,000: $1.00
5,001 - 10,000:
$0.95
10,001 - 15,000:
$0.90
15,001 - 20,000:
$0.85
> 20,000: $0.80

Includes instant and manual volumes. Only billed for completed
orders.","VOE Products have aggregate volume discount
<= 5,000: $1.00
5,001 - 10,000:
$0.95
10,001 - 15,000:
$0.90
15,001 - 20,000:
$0.85
> 20,000: $0.80",,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,MeridianLink,Manual VOE,Usage,Manual VOE,N,,,,,1,923,,,N,,"(non-aggregate
bundled with
manual VOE)
<= 5,000: $1.00
5,001 - 10,000:
$0.95
10,001 - 15,000:
$0.90
15,001 - 20,000:
$0.85
> 20,000: $0.80

Only billed for completed orders.","VOE Products have aggregate volume discount
<= 5,000: $1.00
5,001 - 10,000:
$0.95
10,001 - 15,000:
$0.90
15,001 - 20,000:
$0.85
> 20,000: $0.80",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,PitchPoint,PitchPoint,Usage,PitchPoint,N,,,,,1,877,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,Various,ID Verification (Credit Reports with MeridianLink),Usage,ID Verification (Credit Reports with MeridianLink),N,,,,,0.25,896,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,Various,ID Verification (Credit Reports Not with MeridianLink),Usage,ID Verification (Credit Reports Not with MeridianLink),N,,,,,1,896,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,Social Security Administration,CBSV,Usage,CBSV,N,4500,5077,,,1,897,,,N,,"(non-aggregate)
<= 500: $1
501 - 1000: $0.75
> 1000: $0.50","Volume Discount
<= 500: $1
501 - 1000: $0.75
> 1000: $0.50",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,PitchPoint,SSA89,Usage,SSA89,N,,,,,1,5417,,,N,,"(non-aggregate)
<= 500: $1
501 - 1000: $0.75
> 1000: $0.50","Volume Discount
<= 500: $1
501 - 1000: $0.75
> 1000: $0.50",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,LexisNexis,Packaged Report - LexisNexis Bridger,Usage,Packaged Report - LexisNexis Bridger,N,,,,,0.25,3282,,,N,,"If sum of charges per report don't hit the minimum, we bill that
instead","Subject to $0.50 per report minimum across all products included in package group (I.e. if sum of charges do not hit the minimum, MeridianLink bills the minimum instead) ",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,LexisNexis,Packaged Report - LexisNexis InstantID,Usage,Packaged Report - LexisNexis InstantID,N,,,,,0.25,3281,,,N,,"If sum of charges per report don't hit the minimum, we bill that
instead","Subject to $0.50 per report minimum across all products included in package group (I.e. if sum of charges do not hit the minimum, MeridianLink bills the minimum instead) ",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,Equifax,Packaged Report - Equifax Intellireal,Usage,Packaged Report - Equifax Intellireal,N,,,,,0.3,3277,,,N,,"If sum of charges per report don't hit the minimum, we bill that
instead","Subject to $0.50 per report minimum across all products included in package group (I.e. if sum of charges do not hit the minimum, MeridianLink bills the minimum instead) ",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,LexisNexis,Packaged Report - LexisNexis Property History Search,Usage,Packaged Report - LexisNexis Property History Search,N,,,,,0.15,3272,,,N,,"If sum of charges per report don't hit the minimum, we bill that
instead","Subject to $0.50 per report minimum across all products included in package group (I.e. if sum of charges do not hit the minimum, MeridianLink bills the minimum instead) ",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,LexisNexis,Packaged Report - LexisNexis NOD/Foreclosure Search,Usage,Packaged Report - LexisNexis NOD/Foreclosure Search,N,,,,,0.15,5302,,,N,,"If sum of charges per report don't hit the minimum, we bill that
instead","Subject to $0.50 per report minimum across all products included in package group (I.e. if sum of charges do not hit the minimum, MeridianLink bills the minimum instead) ",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,Various,Packaged Report - Other,Usage,Packaged Report - Other,N,,,,,0.1,898,,,N,,"If sum of charges per report don't hit the minimum, we bill that
instead","Subject to $0.50 per report minimum across all products included in package group (I.e. if sum of charges do not hit the minimum, MeridianLink bills the minimum instead) ",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,Various,"Mortgage Participant
Verification",Usage,"Mortgage Participant
Verification",N,,,,,0.07,901,,,N,,"(aggregate)
< 1000: $0.07
>= 1000: $0.05","Volume Discount
< 1000: $0.07
>= 1000: $0.05",,
Verification Data Access,Mortgage Credit Link,Add On - Fraud Detection,MERS,MERS Report,Usage,MERS Report,N,,,,,0.1,924,,,N,,"Per report (i.e. borrower, co-borrower, and property address are
separate MERS reports even if on the same file)
Can be ordered on Prequal, Refresh, Standalone, and in
Packaged Reports","Per report (e.g. borrower, co-borrower, property address)",,
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,Various,Postback Service API,Usage,Postback Service API,N,,,,,0.05,857,,,N,,"Calculated in MCL this represents a % of what the CRA charges their customer Per Transaction

<= $5000: 5% of
retail price collected
$5001 - $15000:
3.5% of retail price
collected
> $15000: 2.5% of
retail price collected","<= $5000: 5% of retail price collected 
$5001 - $15000: 3.5% of retail price collected 
> $15000: 2.5% of retail price collected
$0.05 minimum per transaction",,
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Faxes,Usage,Faxes,N,,,,,0.1,922,,,N,,"(non-aggregate)
<= 650: $0.10 per
fax
> 650: $0.00","Billed per fax transmission
Units 1-650: $0.10 per
fax
Units 650+: $0.00",,
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Premium Dashboard Benchmarks,Standard,Premium Dashboard Benchmarks,N,,,1500,4674,,,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Web Hosting,Standard,Web Hosting,N,,,4800,860,,,,,N,,"$400 flat fee per
month",Invoiced at $400/month,,
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,SFTP Server,Standard,SFTP Server,N,,,600,5324,,,,,N,,"$50 flat fee per
month

Per coordinator account",Invoiced at $50/month per coordinator account,,
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,CRA Office,Standard,CRA Office,N,1000,?,1000,?,,,,,N,,Initial MCL setup fee includes one office,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MeridianLink,LendingQB - Consumer Credit Reports,Usage,LendingQB - Consumer Credit Reports,N,,,,,0,?,,,N,,"MeridianLink name is in the dropdown
of credit providers",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MeridianLink,LendingQB - 4506-T,Usage,LendingQB - 4506-T,N,,,,,0,?,,,N,,"Can specify any MCL endpoint on a
per lender level",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MeridianLink,LendingQB - VOE/I,Usage,LendingQB - VOE/I,N,,,,,0,?,,,N,,"Instant + Manual. Can specify any
MCL endpoint on a per lender level",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MeridianLink,LendingQB - VOA,Usage,LendingQB - VOA,N,,,,,0,?,,,N,,"Can specify any MCL endpoint on a
per lender level.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MeridianLink,LoansPQ - Consumer Credit Reports,Usage,LoansPQ - Consumer Credit Reports,N,,,,,0,?,,,N,,Can specify any MCL endpoint,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Byte Software,BytePro - Consumer Credit Reports,Usage,BytePro - Consumer Credit Reports,N,,,,,0,?,,,N,,"Byte wants agreements with each CRA
separately",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Avista,Avista - Consumer Credit Reports - 1B,Usage,Avista - Consumer Credit Reports - 1B,N,,,,,0.45,866,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Avista,Avista - Consumer Credit Reports - 2B,Usage,Avista - Consumer Credit Reports - 2B,N,,,,,0.7,866,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Avista,Avista - Consumer Credit Reports - 3B,Usage,Avista - Consumer Credit Reports - 3B,N,,,,,0.95,866,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,ReverseVision,ReverseVision - Consumer Credit Reports - 1B,Usage,ReverseVision - Consumer Credit Reports - 1B,N,,,,,0.25,864,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,ReverseVision,ReverseVision - Consumer Credit Reports - 2B,Usage,ReverseVision - Consumer Credit Reports - 2B,N,,,,,0.35,864,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,ReverseVision,ReverseVision - Consumer Credit Reports - 3B,Usage,ReverseVision - Consumer Credit Reports - 3B,N,,,,,0.5,864,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,In the Lead,In the Lead - Consumer Credit Reports - 1BI,Usage,In the Lead - Consumer Credit Reports - 1BI,N,,,,,0.25,871,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,In the Lead,In the Lead - Consumer Credit Reports - 1BJ,Usage,In the Lead - Consumer Credit Reports - 1BJ,N,,,,,0.5,871,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,In the Lead,In the Lead - Consumer Credit Reports - 2BI,Usage,In the Lead - Consumer Credit Reports - 2BI,N,,,,,0.5,871,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,In the Lead,In the Lead - Consumer Credit Reports - 2BJ,Usage,In the Lead - Consumer Credit Reports - 2BJ,N,,,,,1,871,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,In the Lead,In the Lead - Consumer Credit Reports - 3BI,Usage,In the Lead - Consumer Credit Reports - 3BI,N,,,,,0.75,871,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,In the Lead,In the Lead - Consumer Credit Reports - 3BJ,Usage,In the Lead - Consumer Credit Reports - 3BJ,N,,,,,1,871,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,PreApp,PreApp - Consumer Credit Reports,Usage,PreApp - Consumer Credit Reports,N,,,,,1,863,,,N,,"Both new and reissue transactions
(MCL-181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortage Flex,Mortage Flex - Consumer Credit Reports,Usage,Mortage Flex - Consumer Credit Reports,N,,,,,0.4,876,,,N,,"Only transactions for new credit (MCL-
181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortgage Builder,Mortage Builder - Consumer Credit Reports - 1B,Usage,Mortage Builder - Consumer Credit Reports - 1B,N,,,,,0.33,873,,,N,,"Only transactions for new credit (MCL-
181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortgage Builder,Mortage Builder - Consumer Credit Reports - 2B,Usage,Mortage Builder - Consumer Credit Reports - 2B,N,,,,,0.66,873,,,N,,"Only transactions for new credit (MCL-
181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortgage Builder,Mortage Builder - Consumer Credit Reports - 3B,Usage,Mortage Builder - Consumer Credit Reports - 3B,N,,,,,1,873,,,N,,"Only transactions for new credit (MCL-
181)",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Calyx,Point - Consumer Credit Reports - DirectConnect,Usage,Point - Consumer Credit Reports - DirectConnect,N,,,,,1.15,878,,,N,,"We only bill if ""MeridianLink"" is
selected as the credit provider in Point.
If a user selects a CRA's entry, Calyx
will bill the CRA directly. Both new and
reissue transactions. For
DirectConnect only transactions from
DEMO are included. (MCL-181). For
WebConnect, unsure if same
transaction filtering logic is same as
Point DirectConnect.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Calyx,Point - Consumer Credit Reports - WebConnect,Usage,Point - Consumer Credit Reports - WebConnect,N,,,,,1.73,879,,,N,,"We only bill if ""MeridianLink"" is
selected as the credit provider in Point.
If a user selects a CRA's entry, Calyx
will bill the CRA directly. Both new and
reissue transactions. For
DirectConnect only transactions from
DEMO are included. (MCL-181). For
WebConnect, unsure if same
transaction filtering logic is same as
Point DirectConnect.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MortgageBot,MortgageBot - Consumer Credit Reports - 1B,Usage,MortgageBot - Consumer Credit Reports - 1B,N,,,,,0.5,875,,,N,,(MCL-181),,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MortgageBot,MortgageBot - Consumer Credit Reports - 2B,Usage,MortgageBot - Consumer Credit Reports - 2B,N,,,,,0.65,875,,,N,,(MCL-181),,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MortgageBot,MortgageBot - Consumer Credit Reports - 3B,Usage,MortgageBot - Consumer Credit Reports - 3B,N,,,,,0.75,875,,,N,,(MCL-181),,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Integra Destiny,IntegraDestiny - Consumer Credit Reports - 1B,Usage,IntegraDestiny - Consumer Credit Reports - 1B,N,,,,,0.3,872,,,N,,(MCL-181),,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Integra Destiny,IntegraDestiny - Consumer Credit Reports - 2B,Usage,IntegraDestiny - Consumer Credit Reports - 2B,N,,,,,0.4,872,,,N,,(MCL-181),,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Integra Destiny,IntegraDestiny - Consumer Credit Reports - 3B,Usage,IntegraDestiny - Consumer Credit Reports - 3B,N,,,,,0.5,872,,,N,,(MCL-181),,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Laser Credit,Laser Credit - Consumer Credit Reports - 1B,Usage,Laser Credit - Consumer Credit Reports - 1B,N,,,,,0.75,862,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Laser Credit,Laser Credit - Consumer Credit Reports - 2B,Usage,Laser Credit - Consumer Credit Reports - 2B,N,,,,,1,862,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Laser Credit,Laser Credit - Consumer Credit Reports - 3B,Usage,Laser Credit - Consumer Credit Reports - 3B,N,,,,,1.25,862,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Wolters Kluwer,ComplianceOne - Consumer Credit Reports,Usage,ComplianceOne - Consumer Credit Reports,N,,,,,1,861,,,N,," $45 flat rate for
up to 45
transactions.
$1 per
transaction
afterwards "," $45 flat rate for
up to 45
transactions.
$1 per
transaction
afterwards ",,
Verification Data Access,Mortgage Credit Link,Add On - Interface,OpenClose,OpenClose - Consumer Credit Reports - 1B,Usage,OpenClose - Consumer Credit Reports - 1B,N,,,,,0.25,867,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,OpenClose,OpenClose - Consumer Credit Reports - 2B,Usage,OpenClose - Consumer Credit Reports - 2B,N,,,,,0.5,867,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,OpenClose,OpenClose - Consumer Credit Reports - 3B,Usage,OpenClose - Consumer Credit Reports - 3B,N,,,,,0.75,867,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Ellie Mae,Encompass - Consumer Credit Reports,Usage,Encompass - Consumer Credit Reports,N,,,,,2,888,,,N,,"CRA entry:
Check with
provider

See billing details in MCL-1036",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Ellie Mae,Encompass - 4506-T Gateway,Usage,Encompass - 4506-T,N,,,,,2.25,888,,,N,,"CRA entry:
Check with
provider

Billing includes new and reissue transactions; only billed if using MeridianLink gateway through TaxReturnVerifications.com",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Harland,Harland - Consumer Credit Reports,Usage,Harland - Consumer Credit Reports,N,,,,,0.5,868,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Loan Ace,LoanAce - Consumer Credit Reports - 1B,Usage,LoanAce - Consumer Credit Reports - 1B,N,,,,,0.25,3137,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Loan Ace,LoanAce - Consumer Credit Reports - 2B,Usage,LoanAce - Consumer Credit Reports - 2B,N,,,,,0.45,3138,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Loan Ace,LoanAce - Consumer Credit Reports - 3B,Usage,LoanAce - Consumer Credit Reports - 3B,N,,,,,0.65,3139,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,eMagic,eMagic - Consumer Credit Reports - 1B,Usage,eMagic - Consumer Credit Reports - 1B,N,,,,,0.35,3141,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,eMagic,eMagic - Consumer Credit Reports - 2B,Usage,eMagic - Consumer Credit Reports - 2B,N,,,,,0.5,3142,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,eMagic,eMagic - Consumer Credit Reports - 3B,Usage,eMagic - Consumer Credit Reports - 3B,N,,,,,0.7,3143,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortage Cadence,Mortage Cadence - Consumer Credit Reports - 1B,Usage,Mortage Cadence - Consumer Credit Reports - 1B,N,,,,,0.2,874,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortage Cadence,Mortage Cadence - Consumer Credit Reports - 2B,Usage,Mortage Cadence - Consumer Credit Reports - 2B,N,,,,,0.35,874,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortage Cadence,Mortage Cadence - Consumer Credit Reports - 3B,Usage,Mortage Cadence - Consumer Credit Reports - 3B,N,,,,,0.5,874,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Fannie Mae,Fannie Mae - Consumer Credit Reports,Usage,Fannie Mae - Consumer Credit Reports,N,,,,,1.95,865,,,N,,"Fee becomes $2.20 if invoice is
overdue
Includes: Desktop Underwriter,
Desktop Originator, EarlyCheck?",$2.20 if not current on invoice,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Fannie Mae,Fannie Mae - Tax Transcript,Usage,Fannie Mae - Tax Transcript,N,,,,,0,3031,,,N,,"Must use our 4506-T Processing
system or AUS-TRV for eligibility",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Fannie Mae,Fannie Mae - Manual VOE/I,Usage,Fannie Mae - Manual VOE/I,N,,,,,0,3030,,,N,,"CRAs must go through their own
vetting process with Fannie Mae",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,EMS,EMS - Consumer Credit Reports,Usage,EMS - Consumer Credit Reports,N,,,,,0.42,870,,,N,,"Old interface, do not sign up new
clients on this.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,FHLMC Direct - Consumer Credit Reports,Usage,FHLMC Direct - Consumer Credit Reports,N,,,,,2,3038,,,N,,Excludes LQA transactions,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blend,Blend - Consumer Credit Reports - 1B,Usage,Blend - Consumer Credit Reports - 1B,N,,,,,0.5,5276,,,N,,Billing includes new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blend,Blend - Consumer Credit Reports - 2B,Usage,Blend - Consumer Credit Reports - 2B,N,,,,,0.5,3154,,,N,,Billing includes new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blend,Blend - Consumer Credit Reports - 3B,Usage,Blend - Consumer Credit Reports - 3B,N,,,,,0.5,3155,,,N,,Billing includes new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blend,Blend - Consumer Credit Reports - Upgrade,Usage,Blend - Consumer Credit Reports - Upgrade,N,,,,,0.5,3156,,,N,,Billing includes new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,VueCentric,VueCentric - Consumer Credit Reports,Usage,VueCentric - Consumer Credit Reports,N,,,,,0.5,900,,,N,,"This is broken up into 1B, 2B, 3B in
NetSuite. There is a subtotal item with
a matching item ID for what MCL
outputs, though.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",LendingPad - Consumer Credit Reports,Usage,LendingPad - Consumer Credit Reports,N,,,,,1.5,3024,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",LendingPad - VOE/I,Usage,LendingPad - VOE/I,N,,,,,1.5,3760,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",LendingPad - 4506-T,Usage,LendingPad - 4506-T,N,,,,,1.5,3762,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",LendingPad - Flood,Usage,LendingPad - Flood,N,,,,,1.5,3763,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",Lending Pad - VOA,Usage,Lending Pad - VOA,N,,,,,1.5,3764,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",Lending Pad - VOD,Usage,Lending Pad - VOD,N,,,,,1.5,3765,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",Lending Pad - UDN,Usage,Lending Pad - UDN,N,,,,,1.5,3766,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,"WEI Technology, Inc.",LendingPad - IDV,Usage,LendingPad - IDV,N,,,,,1.5,3767,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blue Sage Solutions,Blue Sage - Consumer Credit Reports,Usage,Blue Sage - Consumer Credit Reports,N,,,,,0.5,5351,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blue Sage Solutions,Blue Sage - UDN,Usage,Blue Sage - UDN,N,,,,,0.5,5352,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Blue Sage Solutions,Blue Sage - 4506-T,Usage,Blue Sage - 4506-T,N,,,,,0.5,5357,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,On The Go,On The Go - Consumer Credit Reports - 1B,Usage,On The Go - Consumer Credit Reports - 1B,N,,,,,0.33,3145,,,N,,Billing is for new and reissue transactions,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,On The Go,On The Go - Consumer Credit Reports - 2B,Usage,On The Go - Consumer Credit Reports - 2B,N,,,,,0.66,3146,,,N,,Billing is for new and reissue transactions,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,On The Go,On The Go - Consumer Credit Reports - 3B,Usage,On The Go - Consumer Credit Reports - 3B,N,,,,,1,3147,,,N,,Billing is for new and reissue transactions,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,ARMCO,ARMCO - Consumer Credit Reports - 1B,Usage,ARMCO - Consumer Credit Reports - 1B,N,,,,,1.1,5316,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,ARMCO,ARMCO - Consumer Credit Reports - 2B,Usage,ARMCO - Consumer Credit Reports - 2B,N,,,,,1.4,5317,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,ARMCO,ARMCO - Consumer Credit Reports - 3B,Usage,ARMCO - Consumer Credit Reports - 3B,N,,,,,1.7,5318,,,N,,Billing is for new transactions only,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,MeridianLink,Customer API Integration,Standard,Customer API Integration,N,1000,5074,,,,,,,N,,"Integration fee for CRA-sponsored API
integrations",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Fannie Mae,Fannie Mae Connect Fee,Standard Monthly,Fannie Mae Connect Fee,N,,,4800,,,,,,N,,Invoiced at $400/month,Invoiced at $400/month,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Fannie Mae,Fannie Mae Affiliate Fee,Standard,Fannie Mae Affiliate Fee,N,2000,?,,,,,,,N,,Pass through from Fannie Mae,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Freddie Mac LQA Secondary Use - Individual,Usage,Freddie Mac LQA Secondary Use - Individual,N,,,,,-14,3151,,,N,,"Make sure we get the CRA to sign LQA agreement. Quote Individual and Joint together.

Freddie Mac covers the cost of LQA
reissues. This includes secondary use.
So, if a reissue occurs with secondary
use in a CRA system, we bill Freddie
Mac for it, and then give the CRA credit
for the reissue here.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Freddie Mac LQA Secondary Use - Joint,Usage,Freddie Mac LQA Secondary Use - Joint,N,,,,,-28,3152,,,N,,"Make sure we get the CRA to sign LQA agreement. Quote Individual and Joint together.

Freddie Mac covers the cost of LQA
reissues. This includes secondary use.
So, if a reissue occurs with secondary
use in a CRA system, we bill Freddie
Mac for it, and then give the CRA credit
for the reissue here.",,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Shape Software,Shape Software - Consumer Credit Reports,Usage,Shape Software - Consumer Credit Reports,N,,,,,0,?,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Mortgage Panda,Mortgage Panda - Consumer Credit Reports,Usage,Mortgage Panda - Consumer Credit Reports,N,,,,,0,?,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Wizni,Lendwize - Consumer Credit Reports,Usage,Lendwize - Consumer Credit Reports,N,,,,,0,?,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,wemlo,wemlo - Consumer Credit Reports,Usage,wemlo - Consumer Credit Reports,N,,,,,0,?,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,PrudentCo,PrudentCo - Consumer Credit Reports,Usage,PrudentCo - Consumer Credit Reports,N,,,,,0,?,,,N,,FrameLogic dba PrudentCo,,,
Verification Data Access,Mortgage Credit Link,Add On - Interface,Fiserv,Mortgage Director (fka PCLender) - 1B,Usage,Mortgage Director (fka PCLender) - 1B,N,,,,,0.25,6438,,,N,,Pricing effective 3/1/2021,,,
