Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,LoansPQ Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer,Column2,Status
SHARED,SHARED,Add On - Core Integration,MeridianLink,Send Application Records to Core,Standard,Send Application Records to Core,N,2625,?,,,,,,,N,,"For Symitar clients, they can have either Loan Records or Loan App Records as a part of their contract. If they want both, we'll need to charge the fee. For Corelation clients, we enable Loan Records by default. If they want to add Loan App Records, we'll need to charge the fee.",,,
SHARED,SHARED,Add On - Core Integration,Fiserv,Fiserv DNA Credit Push,Standard,Fiserv DNA Credit Push,N,2100,?,1050,?,,,,,N,,,,,
SHARED,SHARED,Add On - Core Integration,Fiserv,Fiserv Data Center Direct Connection,Standard,Fiserv Data Center Direct Connection,N,4725,?,5250,?,,,,,N,,ML directly connects to Fiserv's data center in Cherry Hill for clients who have their core hosted there.,,,
SHARED,SHARED,Add On - Credit Verification,CreditXpert,Wayfinder (LPQ),Usage,Wayfinder,N,,,,,6.300000000000001,6656,,,N,,formerly known as Credit Analyzer,,,
Shared,Shared,Add On - Credit Verification,CreditXpert,Wayfinder (MCL),Usage,Wayfinder,N,,,,,3.64,6656,,,N,,"(non-aggregate)
< 5,000: $3.64
5,001 - 10,000: $3.49
10,001 - 20,000: $3.34
>= 20,001: $2.90

Pricing effective 1/1/2021. If this note is still here
after that date, please reach out for pricing
clarification/update.
CreditXpert products collectively have a $200
minimum.
May still be called ""Analyzer"" in NetSuite","Units 1 to 5,000: $3.64
Units 5,001 - 10,000: $3.49
Units 10,001 - 20,000: $3.34
Units >= 20,001: $2.90

Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.",,
SHARED,SHARED,Add On - Credit Verification,CreditXpert,What-If Simulator (LPQ),Usage,What-If Simulator,N,,,,,6.300000000000001,6657,,,N,,,,,
SHARED,SHARED,Add On - Credit Verification,CreditXpert,What-If Simulator (MCL),Usage,What-If,N,,,,,4.36,6657,,,N,,"(non-aggregate)
< 5,000: $4.36
5,001 - 10,000: $4.14
10,001 - 20,000: $3.92
>= 20,001: $3.64

Pricing effective 1/1/2021. If this note is still here
after that date, please reach out for pricing
clarification/update.
CreditXpert products collectively have a $200
monthly minimum.","Units 1 to 5,000: $4.36
Units 5,001 - 10,000: $4.14
Units 10,001 - 20,000: $3.92
Units >= 20,001: $3.64

Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.",,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,FIS,RTDX / Base2000,Standard,RTDX / Base2000,N,3675,1448,1575,749,,,,,N,,Clients are required to utilize RTDX moving forward,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,CCM Interface with OSI,Standard,CCM Interface with OSI,N,3675,1448,1575,749,,,,,N,,Fiserv DNA Creating Credit Card Application,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Fiserv,CPS,Standard,CPS,N,3675,1448,1575,749,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Worldpay fka Vantiv,FDR Vantiv,Standard,FDR Vantiv,N,3675,1448,1575,749,,,,,N,,Batch integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Worldpay fka Vantiv,VantivFI,Standard,VantivFI,N,3675,1448,1575,749,,,,,N,,API integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Fiserv,Originate Loans,Standard,Originate Loans,N,3675,?,1575,?,,,,,N,,"Only available for personal CC, not business CC. Also referred to as the Omaha platform.
",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,PSCU,Standard,PSCU,N,3675,1448,1575,749,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,TMG,Standard,TMG,N,3675,1448,1575,749,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,Tsys ADM,Standard,Tsys ADM,N,3675,1448,1575,749,,,,,N,,Batch integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,Visa Advanced ID Solutions (VAIS),Standard,Visa Advanced ID Solutions (VAIS),N,3675,1448,1575,749,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Custom Score,Experian,Fast Start,Standard,Fast Start,N,,,1050,4173,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Custom Score,Fair Isaac,Liquid Credit Integration,Standard,Liquid Credit Integration,N,5250,4280,1575,4174,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Custom Score,MeridianLink,3rd Party Algorithm using AchievEngine,Standard,3rd Party Algorithm using AchievEngine,N,10500,?,5250,?,,,,,N,,Client has a 3rd party custom score algorithm that needs to be implemented and maintained in AchievEngine. Also relies on SmartAPI for attribute configuration but no separate fee there.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Custom Score,Experian,Decisioning as a Service (DaaS),Standard,Decisioning as a Service (DaaS),N,10000,?,5000,?,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Debit Bureau,Deluxe,Deluxe Detect,Standard,Deluxe Detect,N,315,1449,,,4.06,2151,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Debit Bureau,Deluxe,Deluxe Match Fee,Standard,Deluxe Match Fee,N,,,,,7.09,2050,,,N,,7.09 add-on fee if there is a match against the account abuse database,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Debit Bureau,FIS,Qualifile ,Standard,Qualifile ,N,,,,,Check with vendor,?,,,N,,with OFAC,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Debit Bureau,FIS,BizChex,Standard,BizChex,N,,,,,Check with vendor,?,,,N,,also can support OFAC,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Debit Bureau,FirstData,Telecheck,Standard,Telecheck,N,,,,,2.21,2145,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Disbursement,,DNA Disbursements,Standard,DNA Disbursements,N,3150,4274,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Disbursement,,Episys,Standard,Episys,N,3150,4319,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Disbursement,,Wycom,Standard,Wycom,N,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Archival,MeridianLink,DocDownload,Standard,DocDownload,N,3675,1451,3675,753,,,,,N,,"Also often called document imaging; Includes extract of IDV/IDA, loan app summary, and credit reports",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,Odyssey Services,Faxing,Standard,Faxing,N,,,,,0.37,2169,,,N,157.5,$157.50 monthly minimum. Need to investigate incoming fax feature/fee. Currently $0.79 per incoming.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,FSSI,Mailing (1-5 Page Envelope),App Commitment / Mon,Mailing (1-5 Page Envelope),N,1050,2537,,,1.7,2549,,,N,,Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,FSSI,Mailing (6-20 Page Envelope),App Commitment / Mon,Mailing (6-20 Page Envelope),N,1050,2537,,,6.12,2550,,,N,,Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,FSSI,Mailing (21-40 Page Envelope),App Commitment / Mon,Mailing (21-40 Page Envelope),N,1050,2537,,,9.5,2551,,,N,,Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,FSSI,Mailing (41-60 Page Envelope),App Commitment / Mon,Mailing (41-60 Page Envelope),N,1050,2537,,,17.55,2552,,,N,,Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,FSSI,Mailing (61-80 Page Envelope),App Commitment / Mon,Mailing (61-80 Page Envelope),N,1050,2537,,,20.48,2553,,,N,,Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Delivery,FSSI,Mailing (81-100 Page Envelope),App Commitment / Mon,Mailing (81-100 Page Envelope),N,1050,2537,,,22.66,2554,,,N,,Setup is per envelope/document. Quote all fees for FSSI to cover all envelope sizes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,Compliance Solutions,CSi,Standard,CSi,N,5250,4302,,,,,,,N,,"Dynamic Docs - Only supports Personal Loan, Vehicle Loan, and Home Equity Loan",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,Finastra,D+H DepositPro,Standard,D+H DepositPro,N,2625,?,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,Finastra,D+H DepositPro Plus,Standard,D+H DepositPro Plus,N,2625,?,1050,4196,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,Finastra,D+H LaserPro,Standard,D+H LaserPro,N,2625,3729,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,Finastra,D+H LaserPro Plus,Standard,D+H LaserPro Plus,N,2625,?,1050,3730,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Maintenance (additional environment),Standard,Document Maintenance (additional environment),N,,,3150,4214,,,,,N,,"Per environment. Waived for DEMO & LIVE and temporary waiver for BETA core integration // Most clients originate all their document changes on a ""DEMO"" environment (e.g. DEMO, EPLQA, JHADEMO, etc.)  then have the changes migrate to LIVE environment.  Thus, a standard doc migration workflow would just involve 2 environments: DEMO and LIVE. 

For clients who want us to support additional environments,  please let them know that supporting an additional server complicates the maintenance and migration process and thus will incur an annual maintenance charge. 
Exceptions:  If a client is undergoing core integration on BETA and need their docs on BETA temporarily, we will waive the fee since it is assumed once the process is complete, the docs will be removed from their BETA environment and they will revert to the standard DEMO -> LIVE workflow.",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Mapping (loans),Standard,Document Mapping (loans),N,,,3412.5,765,,,,,N,,"Up to 20 standard LPQ docs and 5 custom forms // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Mapping (deposits),Standard,Document Mapping (deposits),N,,,3412.5,764,,,,,N,,"Up to 15 standard XA docs and 5 custom forms // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Mapping (loans + deposits),Standard,Document Mapping (loans + deposits),N,,,6825,2591,,,,,N,,"Up to 15 standard XA docs, 20 LPQ docs, and 5 custom forms // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Client Managed Documents,Standard,Client Managed Documents,N,,,,,,,,,N,,No fee. Can accommodate simple mapping.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Mapping (overage),Standard,Document Mapping (overage),N,210,5303,210,5284,,,,,N,,"Standard XA docs beyond first 15 // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Mapping (overage),Standard,Document Mapping (overage),N,210,5282,210,5285,,,,,N,,"Standard LPQ docs beyond first 20 // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,MeridianLink,Document Mapping (overage),Standard,Document Mapping (overage),N,315,5283,210,5286,,,,,N,,"Custom forms beyond first 5 // Approved vendors for standard forms are CUNA, Conmar, WKFS, Securian, CSi, and OakTree",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Prep,IMM,IMM XML (TotaleAtlas),Standard,IMM XML (TotaleAtlas),N,3675,4306,1575,4199,,,,,N,,Formerly known as TotaleAtlas; does have echoSign,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 10 MB,Standard,Increase max upload file size to 10 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 15 MB,Standard,Increase max upload file size to 15 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 20 MB,Standard,Increase max upload file size to 20 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 25 MB,Standard,Increase max upload file size to 25 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 30 MB,Standard,Increase max upload file size to 30 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 35 MB,Standard,Increase max upload file size to 35 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 40 MB,Standard,Increase max upload file size to 40 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Document Upload,MeridianLink,Increase max upload file size to 45 MB,Standard,Increase max upload file size to 45 MB,N,,,Quote,4193,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Employment Data,Equifax TWN,Verification of Employment,Standard,Verification of Employment,N,,,,,Quote,?,,,N,,,,,
Shared,Shared,Add On - eSign,DocuSign,DocuSign Enterprise,Standard,DocuSign Enterprise,N,,,,,,,,,N,,No fee,,,
Shared,Shared,Add On - eSign,DocuSign,DocuSign ISV,Standard,DocuSign ISV,N,1500,?,,,Quote,6664,,,N,,Quote per DocuSign ISV addendum tiers,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - eSign,Silanis,OneSpan,Standard,OneSpan,N,,,,,,,,,N,,No fee; fka Vasco; fka eSignLive,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - eSign,IMM,Ready-To-Sign (RTS),Standard,Ready-To-Sign (RTS),N,3675,?,1575,?,,,,,N,,IMM e-signature offering; fka IMM_UDP,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - eSign,IMM,Synergy Esign,Standard,Synergy Esign,N,3675,2597,1575,2598,,,,,N,,Rebrand of IMM RTS for JHA clients,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - GAP,American Services Group,American Services Group (ASG) - GAP,Standard,American Services Group (ASG) - GAP,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - GAP,Auto Exam,Auto Exam - GAP,Standard,Auto Exam - GAP,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Home Banking,Access Softek,Mobile App Push,Standard,Mobile App Push,N,4200,4292,2100,4180,,,,,N,,Pushes apps from Access Softek Home Banking directly into LPQ; doesn't go through AP,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Home Banking,Alkami,Alkami QuickApply,Standard,Alkami QuickApply,N,2625,4293,1575,4181,,,,,N,,Pushes apps from Alkami Home Banking directly into LPQ; doesn't go through AP,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Home Banking,MeridianLink,Changing Home Banking Vendor,Standard,Changing Home Banking Vendor,N,1050,4298,,,,,,,N,,One-time cost to change the vendor,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Hosting,,Dedicated Hosting,Standard,Dedicated Hosting,N,Quote,1437,Quote,742,Quote,?,,,N,,,,,
Shared,Shared,Add On - Hosting,MeridianLink,Offsite Server Production Updates,Standard,Offsite Server Production Updates,N,5250,6859,,,,,,,N,,"**Only applicable to clients already hosting offsite/dedicated. Offsite/Dedicated server clients are allowed 1 production update a year.  However if a client does request for more then 1 update, we will charge a fee of $5000 for each request after the first initial request for that year.",,,
Shared,Shared,Add On - Hosting,MeridianLink,Dedicated Server Production Updates,Standard,Dedicated Server Production Updates,N,5250,6858,,,,,,,N,,"**Only applicable to clients already hosting offsite/dedicated. Offsite/Dedicated server clients are allowed 1 production update a year.  However if a client does request for more then 1 update, we will charge a fee of $5000 for each request after the first initial request for that year.",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Authentication,FIS,eFunds IDV & IDA,Per Pull,eFunds IDV & IDA,N,2625,4283,1575,4177,Check with vendor,?,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Authentication,Equifax,eIDCompare with eIDVerifier,Per Pull,eIDCompare with eIDVerifier,N,,,,,2.1,2154,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Authentication,Experian,CrossCore Precise ID with OPT and KIQ,Per Pull,CrossCore Precise ID with OPT and KIQ,N,2000,?,,,3,5384,,,N,,"Additional $700 setup fee per subcode. With OFAC. Synthetic ID can be added by Experian.
",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Authentication,Experian,CrossCore Precise for Compliance (aka Prescreen),Per Pull,CrossCore Precise for Compliance (aka Prescreen),N,2000,?,,,3,,,,,,"Setup Fee: $2000 (unless this is an add-on subcode to an existing CrossCore PreciseID client, then it is the $700 per subcode setup)",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Authentication,Transunion,TransUnion IDMV & IDMA,Per Pull,TransUnion IDMV & IDMA,N,,,,,2.36,2165,,,N,,now known as ID Vision suite,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Card Scanners,,ScanShell 3100D with OCR software,Standard,ScanShell 3100D with OCR software,N,682.5,4318,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Card Scanners,,ScanShell 800 or 2000 with OCR software,Standard,ScanShell 800 or 2000 with OCR software,N,577.5,4318,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Verification,LexisNexis,Bridger OFAC Watchlist,Per Pull,Bridger OFAC Watchlist,N,2100,4300,1050,4185,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Verification,FIS,eFunds IDV,Per Pull,eFunds IDV,N,2625,4282,1575,4176,Check with vendor,2155,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Verification,Equifax,eIDCompare,Per Pull,eIDCompare,N,,,,,1.05,2153,,,N,,with OFAC,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Verification,Experian,ISTWatch OFAC Watchlist,Per Pull,ISTWatch OFAC Watchlist,N,,,,,0.24,2158,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Verification,Experian,CrossCore Precise ID,Per Pull,CrossCore Precise ID,N,2000,5385,,,1.95,5383,,,N,,"Additional $700 setup fee per subcode. With OFAC. Synthetic ID can be added by Experian.
",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - ID Verification,TransUnion,TransUnion IDMV,Per Pull,TransUnion IDMV,N,,,,,1.31,2166,,,N,,with OFAC,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Indirect Lead,CUDL,CUDL,Standard,CUDL,N,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Indirect Lead,MeridianLink,DealerApp,Standard,DealerApp,N,2625,?,,,,,,,N,,,,,
Shared,Shared,Add On - Indirect Lead,DealerTrack,DealerTrack,Per Pull,DealerTrack,N,,,,,3.68,?,,,N,,Not applicable if client pays directly to vendor; DealerTrack has historically charged an LOS conversion fee to Financial Institutions,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Indirect Lead,Innovative Funding Services,Innovative Funding Services (IFS),Standard,Innovative Funding Services (IFS),N,2100,4307,1575,4200,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Indirect Lead,National Auto Loan Network,NALN - National Auto Loan Network,Standard,NALN - National Auto Loan Network,N,2100,4312,1575,4204,,,,,N,,Only a one-time fee if it's a new client,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Indirect Lead,RouteOne,RouteOne,Per Pull,RouteOne,N,,,,,3.68,?,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Indirect Lead,RouteOne,RouteOne eContracting,Per Pull,RouteOne eContracting,N,3000,5313,,,6.300000000000001,2238,,,N,,$0.42 per year per vaulted transaction; $0.17 per faxed page; Authoritative Copy Conversion (ACC) $21 plus postage,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,,Auto Approve,Standard,Auto Approve,N,2100,4295,1575,4183,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,Autopay,Autopay,Standard,Autopay,N,2100,4299,1575,4184,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,CuneXus,CuneXus,Standard,CuneXus,N,5250,4273,1575,4187,,,,,N,,Also applies to LoanEngine (white label by Harland Clarke),,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,First Close,EquityIQ,Standard,EquityIQ,N,2100,?,1575,?,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,fiVISION,fiVISION,Standard,fiVISION,N,2100,?,1575,?,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,iLendingDirect,iLendingDirect,Standard,iLendingDirect,N,2100,6030,1575,6029,,,,,N,,Live as of 8/2020,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,LendingTree,LendingTree,Standard,LendingTree,N,2625,4308,2625,4201,,,,,N,,waived for clients we setup with LendingTree,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,MotoRefi,MotoRefi,Standard,MotoRefi,N,2100,4311,1575,4203,,,,,N,,refinance leads,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,MoveCU,MoveCU,Standard,MoveCU,N,2100,?,1575,?,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,,Rate Genius,Standard,Rate Genius,N,4200,4316,1575,4206,,,,,N,,"refinance leads; Fee is only applicable if RateGenius apps are sent directly into LPQ, if routed through DealerTrack there is no separate fee",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,Rate Reset,Rate Reset - PreApproval API ,Standard,Rate Reset - PreApproval API ,N,3150,5332,1575,5336,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Lead In-take,Rate Reset,Rate Reset - Direct Core Reset,Standard,Rate Reset - Direct Core Reset,N,3150,5333,1575,5337,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Merchant Lending,,Clinics,Standard,Clinics,N,4000,?,,,,,,,N,,"For consumer-facing portal, they must buy/use AP",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Merchant Lending,,LoanStar Technologies,Standard,LoanStar Technologies,N,2100,4309,1575,4202,,,,,N,,,,,
Shared,Shared,Add On - Misc,MeridianLink,In-branch SSO (Active Directory),Standard,In-branch SSO (Active Directory),N,4200,,1575,,,,,,N,,Price is the same for LPQ and LQB. Customers of both products need to pay twice if they want it for both.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,VPN Configuration,Standard,VPN Configuration,N,3675,1452,1575,4197,,,,,N,,Related to core integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Data Extraction Tool,Standard,Data Extraction Tool,N,4200,4290,1050,4192,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Add Additional Lender,Standard,Add Additional Lender,N,5250,4287,2100,4189,,,,,N,,This does not include live clients going through a core conversion where an additional lender is added to Beta for implementation purposes.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Additional Automated Actions,Standard,Additional Automated Actions,N,,,1575,4188,,,,,N,,Clients get 50 by default. 1500 annual per blocks of 10 additional reports. Don't allow more than additional 20.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Additional Scheduled Reports,Standard,Additional Scheduled Reports,N,,,1575,4190,,,,,N,,Clients get 30 by default. 1500 annual per blocks of 10 additional reports. ,,,
Shared,Shared,Add On - Misc,MeridianLink,Time & Materials,Hourly,Time & Materials,N,,,,,250,6861,,,,,,,,
Shared,Shared,Add On - Misc,MeridianLink,After Hours Assistance,Hourly,After Hours Assistance,N,,,,,400,6857,,,N,,"Applies to Services, Support, SIE, and IT.  No minimum.",,,
Shared,Shared,Add On - Misc,MeridianLink,After Hours Assistance - Expedite Fee,Standard,After Hours Assistance - Expedite Fee,N,1575,6863,,,,6863,,,N,,"In addition to per hour rate.  Applies to Services, Support, SEI, and IT.",,,
Shared,Shared,Add On - Misc,MeridianLink,IT Unscheduled Change Request,Hourly,IT Unscheduled Change Request,N,,,,,600,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,CLF Export Automated Action,Standard,CLF Export Automated Action,N,,,1050,4191,,,,,N,,,,,
Shared,Shared,Add On - Misc,MeridianLink,Disaster Recovery Testing,Standard,Disaster Recovery Testing,N,600,6860,,,,,,,N,,$300/hr beyond 2 hours,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Expedited Deployment,Standard,Expedited Deployment,N,,,,,Quote,2556,,,N,,Reserved for projects with external restraints such as sunsetting systems or core conversions with fixed live dates.  Requires SVP approval.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,JHA,Yellow Hammer,Standard,Yellow Hammer,N,,,,,,,,,N,,For AML/BSA compliance,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,SMS Text Feature,Standard,SMS Text Feature,N,,,,,0.05,3746,,,N,,Per text; applies to both test and production,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Re-deployment,Standard,Re-deployment,N,5250,3977,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Reschedule Live Date,Standard,Reschedule Live Date,N,1575,3978,,,,,,,N,,FI is allowed to reschedule once per project. Fee applicable for 2nd reschedule.,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Misc,MeridianLink,Retrain: Administration Setup with SDC,Standard,Retrain: Administration Setup with SDC,N,3675,3979,,,,,,,N,,"This is a 9 week course conducted via webinar.  The 9 week course will cover and show your admins in the system how to setup products, underwriting rules, rates, preferences and customize the look and feel of your online application channel.
NOTE:  If only attending webinar sessions without an assigned software deployment consultant: No Fees Associated ",,,
